snapshot_id,snapshot_date,distributor_id,distributor_name,city,sku_id,product_name,category,current_stock,reorder_level,max_capacity,n_assigned_pharmacies,is_low_stock,is_out_of_stock,month,year
SNAP_000772,2025-02-24,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,35,20,120,2,0,0,2,2025
SNAP_000773,2025-03-03,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,52,20,120,2,0,0,3,2025
SNAP_000774,2025-03-10,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,47,20,120,2,0,0,3,2025
SNAP_000775,2025-03-17,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,47,20,120,2,0,0,3,2025
SNAP_000776,2025-03-24,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,40,20,120,2,0,0,3,2025
SNAP_000777,2025-03-31,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,33,20,120,2,0,0,3,2025
SNAP_000778,2025-04-07,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,38,20,120,2,0,0,4,2025
SNAP_000779,2025-04-14,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,35,20,120,2,0,0,4,2025
SNAP_000780,2025-04-21,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,49,20,120,2,0,0,4,2025
SNAP_000781,2025-04-28,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,40,20,120,2,0,0,4,2025
SNAP_000782,2025-05-05,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,29,20,120,2,0,0,5,2025
SNAP_000783,2025-05-12,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,27,20,120,2,0,0,5,2025
SNAP_000784,2025-05-19,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,34,20,120,2,0,0,5,2025
SNAP_000785,2025-05-26,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,46,20,120,2,0,0,5,2025
SNAP_000786,2025-06-02,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,61,20,120,2,0,0,6,2025
SNAP_000787,2025-06-09,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,56,20,120,2,0,0,6,2025
SNAP_000788,2025-06-16,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,34,20,120,2,0,0,6,2025
SNAP_000789,2025-06-23,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,54,20,120,2,0,0,6,2025
SNAP_000790,2025-06-30,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_003,Reusable Pantyliners for Daily Use,Pantyliner,30,20,120,2,0,0,6,2025
SNAP_000791,2024-01-01,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,52,24,144,2,0,0,1,2024
SNAP_000792,2024-01-08,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,57,24,144,2,0,0,1,2024
SNAP_000793,2024-01-15,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,62,24,144,2,0,0,1,2024
SNAP_000794,2024-01-22,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,66,24,144,2,0,0,1,2024
SNAP_000795,2024-01-29,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,65,24,144,2,0,0,1,2024
SNAP_000796,2024-02-05,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,37,24,144,2,0,0,2,2024
SNAP_000797,2024-02-12,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,34,24,144,2,0,0,2,2024
SNAP_000798,2024-02-19,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,35,24,144,2,0,0,2,2024
SNAP_000799,2024-02-26,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,52,24,144,2,0,0,2,2024
SNAP_000800,2024-03-04,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,79,24,144,2,0,0,3,2024
SNAP_000801,2024-03-11,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,69,24,144,2,0,0,3,2024
SNAP_000802,2024-03-18,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,44,24,144,2,0,0,3,2024
SNAP_000803,2024-03-25,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,44,24,144,2,0,0,3,2024
SNAP_000804,2024-04-01,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,37,24,144,2,0,0,4,2024
SNAP_000805,2024-04-08,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,51,24,144,2,0,0,4,2024
SNAP_000806,2024-04-15,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,24,24,144,2,0,0,4,2024
SNAP_000807,2024-04-22,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,37,24,144,2,0,0,4,2024
SNAP_000808,2024-04-29,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,29,24,144,2,0,0,4,2024
SNAP_000809,2024-05-06,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,72,24,144,2,0,0,5,2024
SNAP_000810,2024-05-13,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,55,24,144,2,0,0,5,2024
SNAP_000811,2024-05-20,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,37,24,144,2,0,0,5,2024
SNAP_000812,2024-05-27,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,82,24,144,2,0,0,5,2024
SNAP_000813,2024-06-03,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,84,24,144,2,0,0,6,2024
SNAP_000814,2024-06-10,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,100,24,144,2,0,0,6,2024
SNAP_000815,2024-06-17,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,60,24,144,2,0,0,6,2024
SNAP_000816,2024-06-24,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,51,24,144,2,0,0,6,2024
SNAP_000817,2024-07-01,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,31,24,144,2,0,0,7,2024
SNAP_000818,2024-07-08,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,39,24,144,2,0,0,7,2024
SNAP_000819,2024-07-15,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,37,24,144,2,0,0,7,2024
SNAP_000820,2024-07-22,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,35,24,144,2,0,0,7,2024
SNAP_000821,2024-07-29,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,39,24,144,2,0,0,7,2024
SNAP_000822,2024-08-05,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,49,24,144,2,0,0,8,2024
SNAP_000823,2024-08-12,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,33,24,144,2,0,0,8,2024
SNAP_000824,2024-08-19,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,31,24,144,2,0,0,8,2024
SNAP_000825,2024-08-26,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,43,24,144,2,0,0,8,2024
SNAP_000826,2024-09-02,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,79,24,144,2,0,0,9,2024
SNAP_000827,2024-09-09,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,87,24,144,2,0,0,9,2024
SNAP_000828,2024-09-16,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,57,24,144,2,0,0,9,2024
SNAP_000829,2024-09-23,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,53,24,144,2,0,0,9,2024
SNAP_000830,2024-09-30,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,45,24,144,2,0,0,9,2024
SNAP_000831,2024-10-07,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,50,24,144,2,0,0,10,2024
SNAP_000832,2024-10-14,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,42,24,144,2,0,0,10,2024
SNAP_000833,2024-10-21,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,39,24,144,2,0,0,10,2024
SNAP_000834,2024-10-28,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,47,24,144,2,0,0,10,2024
SNAP_000835,2024-11-04,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,46,24,144,2,0,0,11,2024
SNAP_000836,2024-11-11,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,46,24,144,2,0,0,11,2024
SNAP_000837,2024-11-18,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,56,24,144,2,0,0,11,2024
SNAP_000838,2024-11-25,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,54,24,144,2,0,0,11,2024
SNAP_000839,2024-12-02,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,49,24,144,2,0,0,12,2024
SNAP_000840,2024-12-09,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,58,24,144,2,0,0,12,2024
SNAP_000841,2024-12-16,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,48,24,144,2,0,0,12,2024
SNAP_000842,2024-12-23,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,41,24,144,2,0,0,12,2024
SNAP_000843,2024-12-30,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,42,24,144,2,0,0,12,2024
SNAP_000844,2025-01-06,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,51,24,144,2,0,0,1,2025
SNAP_000845,2025-01-13,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,72,24,144,2,0,0,1,2025
SNAP_000846,2025-01-20,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,58,24,144,2,0,0,1,2025
SNAP_000847,2025-01-27,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,54,24,144,2,0,0,1,2025
SNAP_000848,2025-02-03,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,56,24,144,2,0,0,2,2025
SNAP_000849,2025-02-10,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,49,24,144,2,0,0,2,2025
SNAP_000850,2025-02-17,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,49,24,144,2,0,0,2,2025
SNAP_000851,2025-02-24,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,55,24,144,2,0,0,2,2025
SNAP_000852,2025-03-03,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,84,24,144,2,0,0,3,2025
SNAP_000853,2025-03-10,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,67,24,144,2,0,0,3,2025
SNAP_000854,2025-03-17,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,38,24,144,2,0,0,3,2025
SNAP_000855,2025-03-24,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,42,24,144,2,0,0,3,2025
SNAP_000856,2025-03-31,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,28,24,144,2,0,0,3,2025
SNAP_000857,2025-04-07,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,42,24,144,2,0,0,4,2025
SNAP_000858,2025-04-14,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,50,24,144,2,0,0,4,2025
SNAP_000859,2025-04-21,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,46,24,144,2,0,0,4,2025
SNAP_000860,2025-04-28,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,51,24,144,2,0,0,4,2025
SNAP_000861,2025-05-05,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,44,24,144,2,0,0,5,2025
SNAP_000862,2025-05-12,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,59,24,144,2,0,0,5,2025
SNAP_000863,2025-05-19,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,64,24,144,2,0,0,5,2025
SNAP_000864,2025-05-26,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,80,24,144,2,0,0,5,2025
SNAP_000865,2025-06-02,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,91,24,144,2,0,0,6,2025
SNAP_000866,2025-06-09,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,65,24,144,2,0,0,6,2025
SNAP_000867,2025-06-16,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,51,24,144,2,0,0,6,2025
SNAP_000868,2025-06-23,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,42,24,144,2,0,0,6,2025
SNAP_000869,2025-06-30,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_004,Day Pads - Pack of 6,Day Pad,52,24,144,2,0,0,6,2025
SNAP_000870,2024-01-01,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,57,18,108,2,0,0,1,2024
SNAP_000871,2024-01-08,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,57,18,108,2,0,0,1,2024
SNAP_000872,2024-01-15,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,52,18,108,2,0,0,1,2024
SNAP_000873,2024-01-22,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,50,18,108,2,0,0,1,2024
SNAP_000874,2024-01-29,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,40,18,108,2,0,0,1,2024
SNAP_000875,2024-02-05,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,22,18,108,2,0,0,2,2024
SNAP_000876,2024-02-12,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,41,18,108,2,0,0,2,2024
SNAP_000877,2024-02-19,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,33,18,108,2,0,0,2,2024
SNAP_000878,2024-02-26,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,38,18,108,2,0,0,2,2024
SNAP_000879,2024-03-04,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,44,18,108,2,0,0,3,2024
SNAP_000880,2024-03-11,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,45,18,108,2,0,0,3,2024
SNAP_000881,2024-03-18,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,37,18,108,2,0,0,3,2024
SNAP_000882,2024-03-25,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,37,18,108,2,0,0,3,2024
SNAP_000883,2024-04-01,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,29,18,108,2,0,0,4,2024
SNAP_000884,2024-04-08,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,33,18,108,2,0,0,4,2024
SNAP_000885,2024-04-15,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,32,18,108,2,0,0,4,2024
SNAP_000886,2024-04-22,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,34,18,108,2,0,0,4,2024
SNAP_000887,2024-04-29,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,32,18,108,2,0,0,4,2024
SNAP_000888,2024-05-06,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,22,18,108,2,0,0,5,2024
SNAP_000889,2024-05-13,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,48,18,108,2,0,0,5,2024
SNAP_000890,2024-05-20,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,35,18,108,2,0,0,5,2024
SNAP_000891,2024-05-27,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,69,18,108,2,0,0,5,2024
SNAP_000892,2024-06-03,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,47,18,108,2,0,0,6,2024
SNAP_000893,2024-06-10,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,52,18,108,2,0,0,6,2024
SNAP_000894,2024-06-17,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,35,18,108,2,0,0,6,2024
SNAP_000895,2024-06-24,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,45,18,108,2,0,0,6,2024
SNAP_000896,2024-07-01,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,29,18,108,2,0,0,7,2024
SNAP_000897,2024-07-08,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,29,18,108,2,0,0,7,2024
SNAP_000898,2024-07-15,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,23,18,108,2,0,0,7,2024
SNAP_000899,2024-07-22,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,30,18,108,2,0,0,7,2024
SNAP_000900,2024-07-29,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,31,18,108,2,0,0,7,2024
SNAP_000901,2024-08-05,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,31,18,108,2,0,0,8,2024
SNAP_000902,2024-08-12,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,35,18,108,2,0,0,8,2024
SNAP_000903,2024-08-19,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,25,18,108,2,0,0,8,2024
SNAP_000904,2024-08-26,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,35,18,108,2,0,0,8,2024
SNAP_000905,2024-09-02,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,49,18,108,2,0,0,9,2024
SNAP_000906,2024-09-09,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,53,18,108,2,0,0,9,2024
SNAP_000907,2024-09-16,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,33,18,108,2,0,0,9,2024
SNAP_000908,2024-09-23,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,33,18,108,2,0,0,9,2024
SNAP_000909,2024-09-30,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,35,18,108,2,0,0,9,2024
SNAP_000910,2024-10-07,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,26,18,108,2,0,0,10,2024
SNAP_000911,2024-10-14,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,43,18,108,2,0,0,10,2024
SNAP_000912,2024-10-21,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,30,18,108,2,0,0,10,2024
SNAP_000913,2024-10-28,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,44,18,108,2,0,0,10,2024
SNAP_000914,2024-11-04,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,38,18,108,2,0,0,11,2024
SNAP_000915,2024-11-11,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,35,18,108,2,0,0,11,2024
SNAP_000916,2024-11-18,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,48,18,108,2,0,0,11,2024
SNAP_000917,2024-11-25,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,37,18,108,2,0,0,11,2024
SNAP_000918,2024-12-02,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,51,18,108,2,0,0,12,2024
SNAP_000919,2024-12-09,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,29,18,108,2,0,0,12,2024
SNAP_000920,2024-12-16,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,44,18,108,2,0,0,12,2024
SNAP_000921,2024-12-23,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,37,18,108,2,0,0,12,2024
SNAP_000922,2024-12-30,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,45,18,108,2,0,0,12,2024
SNAP_000923,2025-01-06,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,46,18,108,2,0,0,1,2025
SNAP_000924,2025-01-13,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,45,18,108,2,0,0,1,2025
SNAP_000925,2025-01-20,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,53,18,108,2,0,0,1,2025
SNAP_000926,2025-01-27,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,45,18,108,2,0,0,1,2025
SNAP_000927,2025-02-03,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,38,18,108,2,0,0,2,2025
SNAP_000928,2025-02-10,DIST_02,Western India MedSupply Pvt Ltd,Mumbai,SKU_005,Value Pack with Wet Bag and Pouch,Value Pack,40,18,108,2,0,0,2,2025
